"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","PENSIONEXP","PRIV","PC_GDP","A","2009",0.34909745912823,
"FRA","PENSIONEXP","PRIV","PC_GDP","A","2010",0.36841780814709,
"FRA","PENSIONEXP","PRIV","PC_GDP","A","2011",0.34153254348467,
"FRA","PENSIONEXP","PRIV","PC_GDP","A","2012",0.32769948736215,
"FRA","PENSIONEXP","PRIV","PC_GDP","A","2013",0.40733255273856,
"FRA","PENSIONEXP","PRIV","PC_GDP","A","2014",0.2779985927299,
"FRA","PENSIONEXP","PRIV","PC_GDP","A","2015",0.28643979945707,
"FRA","PENSIONEXP","PRIV","PC_GDP","A","2016",0.38585823814956,
"FRA","PENSIONEXP","PRIV","PC_GDP","A","2017",0.3975405720645,
"FRA","PENSIONEXP","PRIV","PC_GDP","A","2018",0.44827382248664,
"FRA","PENSIONEXP","PRIV","PC_GDP","A","2019",0.79404832963097,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1980",9.25,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1981",9.511,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1982",9.713,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1983",9.883,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1984",10.108,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1985",10.298,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1986",10.271,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1987",10.288,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1988",10.364,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1989",9.845,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1990",10.42,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1991",10.69,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1992",11.012,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1993",11.5,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1994",11.625,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1995",11.801,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1996",11.934,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1997",11.916,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1998",11.777,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1999",11.774,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2000",11.482,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2001",11.476,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2002",11.622,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2003",11.79,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2004",11.84,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2005",12.021,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2006",11.797,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2007",11.889,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2008",12.179,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2009",13.093,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2010",13.18,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2011",13.299,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2012",13.566,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2013",13.796,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2014",13.87,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2015",13.798,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2016",13.803,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2017",13.641,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2018",13.58,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2019",13.447,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2020",14.486,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","1995",0.09218951013011,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","1996",0.09145034058566,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","1997",0.09802879545621,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","1998",0.10295215174674,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","1999",0.11336451292247,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2000",0.11787282424242,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2001",0.11969597797969,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2002",0.12577629974706,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2003",0.13098396162003,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2004",0.13366277425172,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2005",0.13609436658495,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2006",0.13747966525232,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2007",0.14234958292493,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2008",0.1440724291083,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2009",0.27521260842366,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2010",0.18980019084386,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2011",0.19031564294094,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2012",0.19651901923644,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2013",0.20086017703239,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2014",0.21832011265854,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2015",0.2126459761151,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2016",0.21937194153263,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2017",0.21892989630137,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2018",0.24311075876076,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2019",0.3255560194049,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2020",0.25166262813432,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1980",10.385,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1981",10.409,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1982",10.54,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1983",10.475,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1984",10.405,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1985",10.288,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1986",10.147,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1987",10.306,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1988",10.209,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1989",9.92,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1990",9.469,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1991",9.143,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1992",9.504,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1993",9.83,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1994",10.055,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1995",10.337,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1996",10.528,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1997",10.661,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1998",10.757,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1999",10.783,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2000",10.884,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2001",10.932,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2002",11.164,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2003",11.359,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2004",11.229,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2005",11.204,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2006",10.817,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2007",10.41,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2008",10.387,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2009",11.087,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2010",10.756,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2011",10.313,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2012",10.307,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2013",10.219,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2014",10.124,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2015",10.214,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2016",10.231,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2017",10.178,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2018",10.2,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2019",10.383,
"GRC","PENSIONEXP","PRIV","PC_GDP","A","2007",0.00036189066069,
"GRC","PENSIONEXP","PRIV","PC_GDP","A","2008",0.00104480182044,
"GRC","PENSIONEXP","PRIV","PC_GDP","A","2009",0.00071350621324,
"GRC","PENSIONEXP","PRIV","PC_GDP","A","2010",0.00141216449922,
"GRC","PENSIONEXP","PRIV","PC_GDP","A","2011",0.00218877754087,
"GRC","PENSIONEXP","PRIV","PC_GDP","A","2012",0.00262838499839,
"GRC","PENSIONEXP","PRIV","PC_GDP","A","2013",0.04437652083523,
"GRC","PENSIONEXP","PRIV","PC_GDP","A","2014",0.06154194071462,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1980",5.167,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1981",5.709,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1982",7.253,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1983",7.318,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1984",7.867,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1985",8.278,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1986",8.344,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1987",8.701,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1988",8.491,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1989",8.833,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1990",9.48,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1991",8.919,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1992",8.879,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1993",9.159,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1994",9.066,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1995",9.204,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1996",9.534,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1997",9.562,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1998",10.164,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1999",10.333,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2000",10.153,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2001",10.562,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2002",10.457,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2003",10.301,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2004",10.561,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2005",11.36,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2006",11.336,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2007",11.644,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2008",12.473,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2009",13.531,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2010",14.319,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2011",16.136,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2012",17.344,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2013",16.064,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2014",16.546,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2015",17.45,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2016",17.303,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2017",16.256,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2018",15.877,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2019",15.651,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2001",0.07792865631514,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2002",0.08992550071674,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2003",0.08588266603031,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2004",0.13555043191406,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2005",0.14709189135492,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2006",0.13670461939952,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2007",0.17847512325122,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2008",0.21046879446265,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2009",0.20031548555113,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2010",0.15748607499398,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2011",0.21209696991046,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2012",0.18756292980691,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2013",0.08258692703952,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2014",0.06521567962889,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2015",0.07419511340211,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2016",0.09079167670447,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2017",0.07771455873218,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2018",0.10495721453525,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2019",0.14682049191554,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2020",0.10804027315571,
"HUN","PENSIONEXP","PUB","PC_GDP","A","1999",7.669,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2000",7.447,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2001",7.434,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2002",7.945,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2003",7.844,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2004",7.914,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2005",8.314,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2006",8.516,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2007",8.983,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2008",9.441,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2009",9.557,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2010",9.48,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2011",9.654,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2012",10.302,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2013",10.186,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2014",9.487,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2015",9.003,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2016",8.881,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2017",8.443,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2018",8.044,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2019",7.611,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2001",2.7885642480915,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2002",3.022923883156,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2003",3.2868238788235,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2004",3.2467613701481,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2005",3.3285260246283,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2006",3.3804924719041,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2007",3.4172498951704,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2008",3.5273033097832,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2009",5.8620599845562,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2010",4.9914723516165,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2011",5.773739343728,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2012",5.2327176549348,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2013",4.9960771302844,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2014",5.384210831597,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2015",5.1007820879896,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2016",7.1548466474768,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2017",5.5353992087551,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2018",5.6071800330343,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2019",5.8190244514178,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2020",7.4000569476922,
"ISL","PENSIONEXP","PUB","PC_GDP","A","1990",2.19,
"ISL","PENSIONEXP","PUB","PC_GDP","A","1991",2.302,
"ISL","PENSIONEXP","PUB","PC_GDP","A","1992",2.36,
"ISL","PENSIONEXP","PUB","PC_GDP","A","1993",2.43,
"ISL","PENSIONEXP","PUB","PC_GDP","A","1994",2.345,
"ISL","PENSIONEXP","PUB","PC_GDP","A","1995",2.36,
"ISL","PENSIONEXP","PUB","PC_GDP","A","1996",2.268,
"ISL","PENSIONEXP","PUB","PC_GDP","A","1997",2.215,
"ISL","PENSIONEXP","PUB","PC_GDP","A","1998",2.142,
"ISL","PENSIONEXP","PUB","PC_GDP","A","1999",2.135,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2000",2.075,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2001",1.978,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2002",2.048,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2003",2.223,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2004",2.027,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2005",1.914,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2006",1.734,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2007",1.789,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2008",1.705,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2009",1.61,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2010",1.525,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2011",1.971,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2012",1.957,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2013",1.94,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2014",2.081,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2015",2.005,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2016",2.09,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2017",2.615,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2018",2.689,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2019",2.86,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1980",5.024,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1981",5.212,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1982",5.595,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1983",5.679,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1984",5.536,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1985",5.408,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1986",5.441,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1987",5.373,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1988",5.146,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1989",4.79,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1990",4.757,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1991",4.903,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1992",4.904,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1993",4.806,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1994",4.631,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1995",4.26,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1996",3.943,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1997",3.627,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1998",3.401,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1999",3.153,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2000",3.149,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2001",3.203,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2002",3.238,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2003",3.336,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2004",3.48,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2005",3.402,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2006",3.416,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2007",3.617,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2008",4.291,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2009",5.064,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2010",5.213,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2011",5.398,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2012",5.544,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2013",5.296,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2014",5.069,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2015",3.84,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2016",3.848,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2017",3.642,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2018",3.49,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2019",3.315,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2001",0.18205735778639,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2002",0.15656404856876,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2003",0.23741924030317,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2004",0.2129951788288,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2005",0.19109207773477,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2006",0.23617575763251,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2007",0.20673209508151,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2008",0.28075155398298,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2009",0.23459980594072,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2010",0.24488713784028,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2011",0.2293826610472,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2012",0.27361093891208,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2013",0.3056063262823,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2014",0.29066017715559,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2015",0.3557999341531,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2016",0.33990133665388,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2017",0.36450686654926,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2018",0.40398039804364,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2019",0.3996454378884,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2020",0.39834223271094,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1980",8.536,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1981",9.426,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1982",9.812,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1983",10.516,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1984",10.376,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1985",10.737,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1986",10.991,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1987",10.986,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1988",10.953,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1989",11.128,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1990",11.336,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1991",11.64,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1992",12.415,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1993",12.811,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1994",13.131,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1995",13.069,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1996",13.367,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1997",13.777,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1998",13.587,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1999",13.784,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2000",13.495,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2001",13.335,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2002",13.457,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2003",13.58,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2004",13.619,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2005",13.723,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2006",13.702,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2007",13.829,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2008",14.253,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2009",15.263,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2010",15.425,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2011",15.426,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2012",15.852,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2013",16.28,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2014",16.19,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2015",16.188,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2016",15.803,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2017",15.684,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2018",15.684,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2019",15.911,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1980",3.65,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1981",3.935,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1982",4.155,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1983",4.272,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1984",4.327,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1985",4.46,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1986",4.715,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1987",4.767,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1988",4.681,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1989",4.671,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1990",4.639,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1991",4.669,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1992",4.908,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1993",5.186,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1994",5.46,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1995",5.77,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1996",5.871,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1997",6.059,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1998",6.456,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1999",6.741,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2000",6.888,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2001",7.173,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2002",7.464,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2003",7.647,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2004",7.805,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2005",7.958,
